Time [s], RESP, PLETH, V, AVR, II
27.536,0.38221,0.40078,0.51569,0.57059,0.31961
27.544,0.39589,0.40078,0.51569,0.57059,0.32941
27.552,0.41056,0.40078,0.51569,0.56471,0.33529
27.56,0.42424,0.40078,0.51961,0.56471,0.33529
27.568,0.43695,0.3998,0.52549,0.5549,0.3451
27.576,0.44966,0.3998,0.51961,0.5451,0.34902
27.584,0.46041,0.3998,0.51569,0.5549,0.3549
27.592,0.47214,0.40078,0.5098,0.55098,0.3549
27.6,0.48094,0.40078,0.5098,0.5549,0.34902
27.608,0.49071,0.40078,0.51569,0.55098,0.3451
27.616,0.49951,0.3998,0.51961,0.55098,0.33922
27.624,0.50831,0.39785,0.51569,0.56471,0.33529
27.632,0.51515,0.39687,0.51569,0.57059,0.33529
27.64,0.52297,0.39492,0.50588,0.56078,0.32941
27.648,0.52981,0.39296,0.5,0.57451,0.3098
27.656,0.53666,0.39101,0.5,0.57059,0.3098
27.664,0.54252,0.38905,0.51569,0.57451,0.32353
27.672,0.54839,0.39003,0.53529,0.55098,0.34902
27.68,0.55425,0.39198,0.57059,0.55098,0.3549
27.688,0.56012,0.39687,0.57451,0.5451,0.34902
27.696,0.56696,0.40469,0.57059,0.5451,0.33529
27.704,0.57283,0.4174,0.53922,0.56471,0.3098
27.712,0.58065,0.43402,0.5,0.57451,0.29412
27.72,0.58749,0.45552,0.4902,0.57059,0.3098
27.728,0.59726,0.47898,0.46471,0.57059,0.31961
27.736,0.60802,0.49951,0.4549,0.56471,0.32941
27.744,0.61975,0.51711,0.46078,0.57059,0.31961
27.752,0.63148,0.53568,0.47451,0.57059,0.31961
27.76,0.64223,0.55327,0.48039,0.57451,0.3098
27.768,0.65396,0.56794,0.4902,0.5902,0.30392
27.776,0.66471,0.57869,0.48039,0.57059,0.31961
27.784,0.67546,0.58651,0.48431,0.5902,0.3098
27.792,0.68817,0.59042,0.48431,0.57451,0.32353
27.8,0.6999,0.59335,0.56471,0.5902,0.28431
27.808,0.71261,0.59433,0.5902,0.5,0.4451
27.816,0.72532,0.59433,0.30392,0.13922,1.1059
27.824,0.73705,0.59238,-0.31176,-0.38235,1.5039
27.832,0.74976,0.59042,-0.50196,-0.42353,1.5039
27.84,0.76051,0.58651,-0.041176,0.32941,0.91569
27.848,0.77224,0.57967,0.37059,0.5902,0.3549
27.856,0.78299,0.57185,0.46078,0.58039,0.3098
27.864,0.79472,0.56109,0.48039,0.56078,0.33922
27.872,0.80547,0.54741,0.5,0.5549,0.33529
27.88,0.8172,0.53372,0.51569,0.56078,0.31961
27.888,0.82796,0.52102,0.51961,0.57059,0.31373
27.896,0.83969,0.50831,0.52549,0.56471,0.31961
27.904,0.85044,0.49951,0.51961,0.56078,0.31961
27.912,0.86119,0.49169,0.50588,0.56471,0.31961
27.92,0.87195,0.48485,0.50588,0.5549,0.33529
27.928,0.88172,0.47898,0.50588,0.55098,0.33922
27.936,0.89052,0.47507,0.51569,0.55098,0.34902
27.944,0.90029,0.47312,0.48431,0.53922,0.3549
27.952,0.90909,0.47019,0.47059,0.53529,0.37059
27.96,0.91887,0.46725,0.46471,0.52549,0.38039
27.968,0.92864,0.46432,0.5,0.51961,0.4
27.976,0.93842,0.46041,0.52549,0.50588,0.4098
27.984,0.94721,0.45552,0.5451,0.49412,0.43922
27.992,0.95601,0.45064,0.53922,0.47451,0.47059
28,0.96383,0.44477,0.5451,0.44902,0.5098
28.008,0.97263,0.43988,0.51961,0.41961,0.55098
28.016,0.9824,0.435,0.50588,0.3902,0.60588
28.024,0.9912,0.43011,0.49412,0.34902,0.66078
28.032,0.99609,0.42522,0.48431,0.32353,0.70588
28.04,1,0.42033,0.47451,0.3098,0.73529
28.048,1,0.41642,0.47451,0.29412,0.7549
28.056,1,0.41251,0.48431,0.3,0.75098
28.064,1,0.4086,0.5,0.30392,0.73137
28.072,1,0.40567,0.5098,0.32941,0.6902
28.08,1,0.40469,0.51961,0.36471,0.6451
28.088,1,0.40469,0.53529,0.4098,0.58039
28.096,1,0.40469,0.53922,0.44902,0.51569
28.104,1,0.40469,0.5451,0.49412,0.4549
28.112,1,0.40567,0.55098,0.52941,0.4
28.12,1,0.40371,0.56471,0.55098,0.35882
28.128,1,0.40176,0.57059,0.57059,0.33529
28.136,1,0.3998,0.58431,0.58039,0.3098
28.144,1,0.39883,0.5902,0.5902,0.29412
28.152,1,0.39589,0.5902,0.5902,0.29412
28.16,1,0.39394,0.57451,0.58431,0.3098
28.168,1,0.39394,0.57451,0.57451,0.32353
28.176,1,0.39589,0.57059,0.57059,0.32941
28.184,1,0.39589,0.57059,0.57059,0.33529
28.192,1,0.39687,0.5549,0.56471,0.33529
28.2,1,0.39785,0.55098,0.56078,0.34902
28.208,1,0.39785,0.55098,0.5549,0.3549
28.216,1,0.39785,0.55098,0.5451,0.35882
28.224,1,0.39687,0.5549,0.53922,0.37059
28.232,1,0.39589,0.5549,0.53922,0.38039
28.24,1,0.39492,0.5451,0.53922,0.37451
28.248,1,0.39394,0.5451,0.5451,0.38039
28.256,1,0.39296,0.5451,0.5451,0.37451
28.264,1,0.39198,0.53922,0.5451,0.37059
28.272,1,0.39003,0.53922,0.55098,0.3549
28.28,1,0.38807,0.53529,0.5549,0.3549
28.288,0.99413,0.3871,0.52941,0.56078,0.3549
28.296,0.98729,0.38416,0.52549,0.56078,0.34902
28.304,0.96383,0.38221,0.52941,0.56078,0.3451
28.312,0.93939,0.38221,0.5451,0.5451,0.36471
28.32,0.91593,0.38416,0.57059,0.53529,0.38039
28.328,0.8915,0.3871,0.58039,0.53529,0.38039
28.336,0.86608,0.39101,0.5902,0.53922,0.37451
28.344,0.83969,0.39883,0.57059,0.53529,0.37059
28.352,0.81134,0.41056,0.55098,0.5451,0.3451
28.36,0.78299,0.4262,0.51569,0.5549,0.33529
28.368,0.75562,0.44575,0.49412,0.5549,0.33922
28.376,0.72825,0.46823,0.46471,0.5451,0.3549
28.384,0.70088,0.48974,0.46078,0.5451,0.37451
28.392,0.67449,0.51124,0.46078,0.5451,0.37059
28.4,0.65103,0.53079,0.47451,0.53922,0.38039
28.408,0.62757,0.54741,0.47451,0.55098,0.35882
28.416,0.60704,0.56207,0.48431,0.5549,0.3549
28.424,0.58651,0.57283,0.4902,0.5549,0.3549
28.432,0.56794,0.57967,0.5,0.56471,0.34902
28.44,0.55034,0.58358,0.49412,0.5549,0.3549
28.448,0.53275,0.58651,0.6,0.58431,0.27843
28.456,0.51613,0.58749,0.61569,0.49412,0.4451
28.464,0.50147,0.58553,0.20392,0.098039,1.1961
28.472,0.4868,0.58065,-0.48824,-0.37255,1.5039
28.48,0.47507,0.5738,-0.50196,-0.37843,1.5039
28.488,0.46237,0.56598,-0.041176,0.37059,0.83137
28.496,0.45064,0.55621,0.32941,0.5451,0.42549
28.504,0.43891,0.54448,0.42941,0.51961,0.4098
28.512,0.42717,0.52981,0.47451,0.51961,0.39412
28.52,0.41642,0.51613,0.50588,0.52941,0.38039
28.528,0.40665,0.50244,0.51961,0.53529,0.35882
28.536,0.39785,0.49169,0.53922,0.5451,0.3451
28.544,0.39003,0.48192,0.52941,0.53529,0.35882
28.552,0.38221,0.4741,0.51961,0.52549,0.37059
28.56,0.37634,0.46725,0.51569,0.53529,0.3549
28.568,0.37048,0.46041,0.51961,0.51961,0.39412
28.576,0.36559,0.45552,0.50588,0.51569,0.40392
28.584,0.36168,0.45357,0.52549,0.51961,0.39412
28.592,0.35777,0.45259,0.52549,0.5098,0.40392
28.6,0.35484,0.45064,0.51961,0.5,0.41961
28.608,0.35288,0.44673,0.50588,0.49412,0.42941
28.616,0.35191,0.44379,0.50588,0.48039,0.44902
28.624,0.35093,0.43988,0.5,0.47451,0.46078
28.632,0.34995,0.43695,0.5098,0.4549,0.48431
28.64,0.34995,0.43402,0.50588,0.43529,0.51569
28.648,0.34995,0.43206,0.50588,0.41569,0.5549
28.656,0.34995,0.42913,0.5,0.39412,0.5902
28.664,0.34995,0.4262,0.5098,0.3549,0.63529
28.672,0.35093,0.42326,0.50588,0.32941,0.68627
28.68,0.35191,0.42033,0.50588,0.3098,0.71569
28.688,0.35386,0.4174,0.51569,0.29412,0.73529
28.696,0.35582,0.41447,0.51961,0.2902,0.7451
28.704,0.35777,0.41251,0.51961,0.2902,0.73529
28.712,0.35973,0.41153,0.51961,0.29412,0.73137
28.72,0.36168,0.40958,0.51961,0.32941,0.68627
28.728,0.36364,0.4086,0.50588,0.36471,0.64118
28.736,0.36461,0.40665,0.5,0.4,0.58431
28.744,0.36657,0.40567,0.5,0.42941,0.53529
28.752,0.36852,0.40371,0.50588,0.46471,0.4902
28.76,0.37048,0.40176,0.5,0.4902,0.4451
28.768,0.37341,0.40078,0.50588,0.51569,0.4098
28.776,0.37537,0.40176,0.50588,0.53529,0.38431
28.784,0.37732,0.40274,0.5098,0.5451,0.37059
28.792,0.37928,0.40274,0.5098,0.5451,0.3549
28.8,0.38123,0.40371,0.51569,0.5451,0.35882
28.808,0.38221,0.40469,0.51569,0.5451,0.35882
28.816,0.38319,0.40567,0.51569,0.5451,0.36471
28.824,0.38416,0.40567,0.51569,0.53922,0.37451
28.832,0.38514,0.40567,0.51961,0.53922,0.38039
28.84,0.38612,0.40665,0.51569,0.53922,0.38039
28.848,0.38514,0.40665,0.5098,0.52941,0.38039
28.856,0.38514,0.40762,0.5098,0.52941,0.3902
28.864,0.38514,0.4086,0.51569,0.52549,0.4
28.872,0.38416,0.40762,0.51961,0.53529,0.39412
28.88,0.38319,0.40762,0.51569,0.51961,0.40392
28.888,0.38221,0.40665,0.5098,0.51961,0.4098
28.896,0.38025,0.40567,0.51569,0.52941,0.3902
28.904,0.3783,0.40567,0.5098,0.53922,0.38039
28.912,0.37439,0.40469,0.50588,0.53922,0.38039
28.92,0.37146,0.40371,0.5098,0.53922,0.37451
28.928,0.36657,0.40274,0.5098,0.5451,0.36471
28.936,0.36168,0.40274,0.5098,0.55098,0.35882
28.944,0.35679,0.40371,0.50588,0.55098,0.3549
28.952,0.35093,0.40665,0.5098,0.55098,0.3549
28.96,0.34604,0.4086,0.51961,0.53922,0.37451
28.968,0.34115,0.41349,0.5451,0.51961,0.4
28.976,0.33627,0.42229,0.56471,0.51961,0.40392
28.984,0.3304,0.43597,0.57451,0.51961,0.40392
28.992,0.32551,0.45455,0.56078,0.52549,0.39412
29,0.32063,0.47703,0.5451,0.53529,0.37059
29.008,0.31574,0.50147,0.5098,0.5451,0.34902
29.016,0.31183,0.52688,0.49412,0.5451,0.3549
29.024,0.30792,0.5523,0.46471,0.53529,0.38039
29.032,0.30401,0.57283,0.46078,0.52941,0.39412
29.04,0.30108,0.58749,0.46471,0.53529,0.38431
29.048,0.29814,0.60215,0.47451,0.5451,0.37451
29.056,0.29521,0.6129,0.4902,0.56078,0.34902
29.064,0.29326,0.6217,0.49412,0.57059,0.3451
29.072,0.29228,0.62854,0.4902,0.56471,0.3549
29.08,0.29032,0.63245,0.49412,0.56078,0.34902
29.088,0.29032,0.63441,0.48431,0.55098,0.35882
29.096,0.28935,0.63539,0.5902,0.58039,0.29412
29.104,0.28935,0.63441,0.61569,0.49412,0.4451
29.112,0.28935,0.63148,0.27843,0.13922,1.0961
29.12,0.28837,0.62659,-0.42353,-0.36275,1.5039
29.128,0.28837,0.62072,-0.50196,-0.38235,1.5039
29.136,0.28641,0.61193,-0.082353,0.36471,0.84118
29.144,0.28446,0.60313,0.31373,0.5549,0.41569
29.152,0.28055,0.59238,0.42549,0.53922,0.4
29.16,0.27761,0.57967,0.47059,0.52941,0.3902
29.168,0.27273,0.56598,0.5098,0.53529,0.36471
29.176,0.26784,0.55327,0.52549,0.53529,0.37059
29.184,0.26197,0.54057,0.5451,0.55098,0.33529
29.192,0.25611,0.52884,0.53529,0.5451,0.3451
29.2,0.25024,0.51906,0.52941,0.53529,0.35882
29.208,0.2434,0.51026,0.51961,0.52941,0.37059
29.216,0.23754,0.50244,0.51569,0.51569,0.38431
29.224,0.23167,0.49365,0.50588,0.50588,0.40392
29.232,0.22483,0.48583,0.51961,0.50588,0.40392
29.24,0.21799,0.48192,0.52549,0.5098,0.40392
29.248,0.21114,0.47996,0.51961,0.49412,0.42549
29.256,0.2043,0.47898,0.51961,0.4902,0.43529
29.264,0.19844,0.47898,0.51961,0.47451,0.44902
29.272,0.19257,0.47801,0.51569,0.46078,0.47451
29.28,0.18768,0.47605,0.51961,0.44902,0.49412
29.288,0.18377,0.47312,0.51961,0.42941,0.51961
29.296,0.17986,0.47019,0.51569,0.41569,0.55098
29.304,0.17595,0.4653,0.51961,0.38431,0.59608
29.312,0.17302,0.46041,0.51569,0.3549,0.63529
29.32,0.17009,0.45455,0.51961,0.32941,0.68039
29.328,0.16813,0.44966,0.51961,0.3098,0.71569
29.336,0.16618,0.44575,0.52549,0.28431,0.7451
29.344,0.1652,0.43988,0.52549,0.28431,0.7549
29.352,0.16422,0.435,0.53529,0.27843,0.7451
29.36,0.16422,0.43206,0.52941,0.28431,0.73137
29.368,0.16422,0.42815,0.52549,0.3098,0.7
29.376,0.1652,0.42424,0.51569,0.3451,0.6549
29.384,0.16618,0.41935,0.50588,0.37451,0.61569
29.392,0.16716,0.41447,0.5,0.41569,0.5549
29.4,0.16813,0.41056,0.5,0.4451,0.51569
29.408,0.16911,0.40762,0.5,0.47059,0.47451
29.416,0.17009,0.40567,0.50588,0.5,0.42941
29.424,0.17107,0.40469,0.50588,0.51961,0.40392
29.432,0.17204,0.40469,0.51569,0.52941,0.38431
29.44,0.17302,0.40469,0.5098,0.52941,0.37451
29.448,0.174,0.40469,0.51569,0.53529,0.37059
29.456,0.17498,0.40371,0.50588,0.53529,0.37451
29.464,0.17693,0.40176,0.5098,0.53922,0.38039
29.472,0.17791,0.40176,0.51569,0.52941,0.38039
29.48,0.17889,0.40078,0.51569,0.53529,0.38431
29.488,0.17791,0.40176,0.51961,0.52549,0.39412
29.496,0.17693,0.40371,0.51961,0.51961,0.40392
29.504,0.17595,0.40371,0.51961,0.51961,0.40392
29.512,0.174,0.40469,0.51569,0.51569,0.40392
29.52,0.17204,0.40469,0.51961,0.51569,0.4098
29.528,0.16911,0.40469,0.51961,0.51569,0.4098
29.536,0.16716,0.40567,0.5098,0.51569,0.41569
29.544,0.16422,0.40567,0.50588,0.51569,0.41961
29.552,0.16031,0.40665,0.5,0.5098,0.42549
29.56,0.15543,0.40665,0.5,0.50588,0.42549
29.568,0.15054,0.40567,0.50588,0.5098,0.42549
29.576,0.14467,0.40371,0.49412,0.5098,0.42549
29.584,0.13978,0.40176,0.5,0.5098,0.42549
29.592,0.13392,0.39883,0.49412,0.5098,0.42941
29.6,0.12903,0.39785,0.5098,0.5,0.4451
29.608,0.12317,0.39883,0.52941,0.49412,0.44902
29.616,0.11828,0.40078,0.5549,0.49412,0.46078
29.624,0.11339,0.40762,0.56078,0.48431,0.46471
29.632,0.1085,0.41642,0.57059,0.4902,0.4549
29.64,0.10459,0.42815,0.5451,0.4902,0.43922
29.648,0.10068,0.44477,0.52941,0.51569,0.40392
29.656,0.097752,0.46628,0.5,0.51961,0.4
29.664,0.095797,0.48974,0.48431,0.52549,0.39412
29.672,0.094819,0.51222,0.47451,0.51961,0.40392
29.68,0.093842,0.53275,0.47451,0.52549,0.4098
29.688,0.092864,0.5523,0.48039,0.52941,0.40392
29.696,0.092864,0.56794,0.4902,0.52549,0.38039
29.704,0.093842,0.57869,0.49412,0.5451,0.37451
29.712,0.094819,0.58749,0.49412,0.55098,0.36471
29.72,0.096774,0.59335,0.49412,0.5451,0.37059
29.728,0.099707,0.59531,0.4902,0.5451,0.37451
29.736,0.10264,0.59531,0.52941,0.55098,0.3549
29.744,0.10459,0.59629,0.61961,0.57451,0.3098
29.752,0.10753,0.59629,0.50588,0.36471,0.68039
29.76,0.11046,0.59433,-0.0058823,-0.13137,1.5039
29.768,0.11339,0.5914,-0.50196,-0.37255,1.5039
29.776,0.11437,0.58749,-0.33725,0.084314,1.402
29.784,0.11632,0.5826,0.21961,0.53529,0.50588
29.792,0.11828,0.57576,0.42941,0.58431,0.3549
29.8,0.11926,0.56696,0.47451,0.5451,0.37451
29.808,0.11926,0.55621,0.5,0.53922,0.36471
29.816,0.11926,0.5435,0.51961,0.5451,0.3549
29.824,0.1173,0.53079,0.52941,0.5549,0.33529
29.832,0.11632,0.51808,0.5451,0.56078,0.33529
29.84,0.11535,0.50831,0.52941,0.5451,0.33922
29.848,0.11437,0.50049,0.51961,0.5451,0.3549
29.856,0.11339,0.49365,0.51569,0.5451,0.3549
29.864,0.11339,0.4868,0.5098,0.53529,0.36471
29.872,0.11241,0.48094,0.51569,0.52941,0.37451
29.88,0.11241,0.47703,0.51961,0.52941,0.38039
29.888,0.11339,0.47507,0.51569,0.51961,0.3902
29.896,0.11339,0.47312,0.50588,0.51569,0.40392
29.904,0.11535,0.47019,0.5,0.5098,0.41961
29.912,0.11632,0.46823,0.5,0.49412,0.42941
29.92,0.11926,0.4653,0.5,0.48039,0.44902
29.928,0.12121,0.46237,0.5,0.47059,0.47059
29.936,0.1261,0.45846,0.5,0.44902,0.50588
29.944,0.13099,0.45455,0.5,0.41961,0.5451
29.952,0.13783,0.45064,0.49412,0.39412,0.58431
29.96,0.14467,0.44575,0.4902,0.36471,0.63529
29.968,0.15347,0.43988,0.5,0.33529,0.67059
29.976,0.16325,0.435,0.48431,0.31373,0.7
29.984,0.174,0.42913,0.49412,0.3098,0.7098
29.992,0.18475,0.42326,0.48431,0.3098,0.70588
30,0.1955,0.4174,0.4902,0.3098,0.70588
30.008,0.20626,0.41251,0.48431,0.33529,0.68039
30.016,0.21799,0.4086,0.4902,0.3549,0.6451
30.024,0.22874,0.40567,0.48431,0.38431,0.59608
30.032,0.24145,0.40371,0.48039,0.42549,0.53922
30.04,0.25415,0.40274,0.47451,0.46471,0.4902
30.048,0.26784,0.40078,0.48431,0.49412,0.43922
30.056,0.28152,0.3998,0.49412,0.52941,0.3902
30.064,0.29423,0.39883,0.50588,0.55098,0.35882
30.072,0.30694,0.39785,0.5098,0.56078,0.33922
30.08,0.31867,0.39785,0.51569,0.57059,0.32353
30.088,0.3304,0.39785,0.51569,0.57059,0.32353
30.096,0.34213,0.39785,0.51569,0.57059,0.32353
30.104,0.35484,0.39883,0.51569,0.56471,0.33529
30.112,0.36657,0.39883,0.5098,0.57059,0.33529
30.12,0.37928,0.39883,0.51569,0.56078,0.33922
30.128,0.39101,0.3998,0.5098,0.5549,0.34902
30.136,0.40274,0.40078,0.51569,0.55098,0.3549
30.144,0.41447,0.3998,0.51569,0.5451,0.3549
30.152,0.42522,0.39785,0.51569,0.55098,0.36471
30.16,0.43402,0.39687,0.51569,0.5451,0.37059
30.168,0.44379,0.39589,0.51961,0.53922,0.37451
30.176,0.45161,0.39589,0.5098,0.5451,0.36471
30.184,0.45846,0.39687,0.50588,0.53922,0.35882
30.192,0.4653,0.39785,0.50588,0.5451,0.3549
30.2,0.47214,0.39883,0.5098,0.5549,0.3549
30.208,0.47801,0.39883,0.50588,0.56078,0.34902
30.216,0.48485,0.39883,0.5098,0.55098,0.3549
30.224,0.48974,0.39785,0.5,0.56078,0.33922
30.232,0.49462,0.39589,0.5,0.56471,0.33922
30.24,0.49951,0.39492,0.5098,0.56078,0.3451
30.248,0.50342,0.39394,0.52941,0.56471,0.34902
30.256,0.50831,0.39492,0.5549,0.5451,0.36471
30.264,0.51417,0.39687,0.56471,0.53529,0.37451
30.272,0.51906,0.40078,0.57059,0.52941,0.38039
30.28,0.52493,0.40665,0.5451,0.53529,0.35882
30.288,0.53177,0.41642,0.5098,0.55098,0.33529
30.296,0.53861,0.43109,0.48431,0.5549,0.32353
30.304,0.54643,0.45161,0.47059,0.55098,0.33922
30.312,0.55425,0.47605,0.4549,0.5549,0.34902
30.32,0.56207,0.50049,0.46078,0.56078,0.33922
30.328,0.56989,0.52004,0.4549,0.5549,0.3451
30.336,0.57771,0.53666,0.47451,0.56471,0.33529
30.344,0.58553,0.5523,0.48039,0.57451,0.31961
30.352,0.59531,0.56598,0.48431,0.57059,0.31961
30.36,0.60606,0.57576,0.47451,0.57059,0.33529
30.368,0.61779,0.58162,0.48039,0.57451,0.32941
30.376,0.62952,0.58456,0.47451,0.57451,0.31373
30.384,0.64125,0.58553,0.5902,0.58431,0.28431
30.392,0.652,0.58456,0.4902,0.39412,0.64118
30.4,0.66373,0.5826,0.023529,-0.13725,1.5039
30.408,0.67449,0.57967,-0.50196,-0.42353,1.5039
30.416,0.68622,0.57674,-0.33725,0.029412,1.5039
30.424,0.69795,0.57185,0.20392,0.52549,0.51961
30.432,0.70968,0.56598,0.4451,0.60588,0.3098
30.44,0.72141,0.55816,0.47059,0.57059,0.33529
30.448,0.73314,0.54741,0.49412,0.56471,0.33922
30.456,0.74585,0.5347,0.5098,0.57059,0.32353
30.464,0.7566,0.52199,0.51961,0.56078,0.32353
30.472,0.76833,0.50831,0.52549,0.56471,0.31961
30.48,0.77908,0.49658,0.52941,0.56078,0.32941
30.488,0.78983,0.48485,0.50588,0.55098,0.33922
30.496,0.79961,0.47605,0.5,0.5451,0.3451
30.504,0.80938,0.46823,0.5,0.5451,0.34902
30.512,0.81916,0.46237,0.50588,0.5451,0.3549
30.52,0.82991,0.45846,0.49412,0.52941,0.37451
30.528,0.84066,0.45748,0.47059,0.51961,0.38431
30.536,0.85142,0.4565,0.46471,0.51961,0.4
30.544,0.86119,0.45552,0.47451,0.50588,0.4098
30.552,0.87195,0.45455,0.5,0.5,0.42549
30.56,0.88074,0.45161,0.51569,0.4902,0.4451
30.568,0.89052,0.4477,0.51961,0.47059,0.47451
30.576,0.90029,0.44282,0.51569,0.4451,0.51569
30.584,0.91007,0.43793,0.50588,0.41961,0.56078
30.592,0.92082,0.43304,0.4902,0.3902,0.6098
30.6,0.93157,0.42815,0.48039,0.3549,0.66078
30.608,0.9433,0.42326,0.47451,0.32941,0.70588
30.616,0.95503,0.41935,0.47059,0.3098,0.73137
30.624,0.96579,0.41447,0.47059,0.3,0.75098
30.632,0.97752,0.41153,0.48039,0.3,0.75098
30.64,0.98729,0.40762,0.48039,0.30392,0.74118
30.648,0.99804,0.40469,0.49412,0.31961,0.7098
30.656,0.99902,0.40176,0.5,0.34902,0.66078
30.664,1,0.39883,0.51569,0.39412,0.6
30.672,1,0.39589,0.51961,0.43922,0.52941
30.68,1,0.39394,0.53529,0.48039,0.46078
30.688,1,0.39198,0.5451,0.51961,0.4098
30.696,1,0.39198,0.56078,0.55098,0.35882
30.704,1,0.39198,0.57059,0.57059,0.32941
30.712,1,0.39296,0.58039,0.58431,0.3098
30.72,1,0.39296,0.5902,0.5902,0.29412
30.728,1,0.39296,0.5902,0.5902,0.2902
30.736,1,0.39394,0.5902,0.59608,0.29412
30.744,1,0.39492,0.58039,0.58431,0.31373
30.752,1,0.39394,0.58431,0.57451,0.32941
30.76,1,0.39296,0.57451,0.56471,0.3451
30.768,1,0.39296,0.58039,0.56471,0.3451
30.776,1,0.39198,0.57059,0.56078,0.3549
30.784,1,0.39198,0.57059,0.5549,0.3549
30.792,1,0.39198,0.57059,0.55098,0.37059
30.8,1,0.39198,0.57059,0.5451,0.38039
30.808,1,0.39198,0.57059,0.53922,0.38431
30.816,1,0.39198,0.57059,0.53922,0.38431
30.824,1,0.39296,0.57059,0.5451,0.3902
30.832,1,0.39296,0.57059,0.53529,0.3902
30.84,1,0.39296,0.57059,0.53922,0.38431
30.848,1,0.39198,0.57059,0.53922,0.38039
30.856,1,0.39003,0.57059,0.53922,0.38039
30.864,1,0.3871,0.57059,0.5451,0.37059
30.872,1,0.38416,0.56078,0.5451,0.36471
30.88,1,0.38221,0.56078,0.5549,0.3549
30.888,1,0.38025,0.56471,0.5451,0.35882
30.896,0.98534,0.37928,0.58039,0.52941,0.38039
30.904,0.9697,0.38123,0.59608,0.52549,0.39412
30.912,0.95112,0.38319,0.6098,0.51961,0.40392
30.92,0.93157,0.38905,0.61569,0.51961,0.4
30.928,0.91202,0.39687,0.5902,0.51961,0.40392
30.936,0.8915,0.40762,0.56471,0.53529,0.37059
30.944,0.87097,0.42229,0.52941,0.5451,0.3549
30.952,0.85142,0.44282,0.51961,0.5451,0.3549
30.96,0.83284,0.46432,0.5,0.5451,0.35882
30.968,0.81427,0.4868,0.49412,0.53922,0.38039
30.976,0.79668,0.50733,0.48431,0.53922,0.38039
30.984,0.78006,0.52688,0.50588,0.5451,0.37059
30.992,0.76246,0.54448,0.5,0.56078,0.3549
31,0.74487,0.55718,0.5098,0.56078,0.3549
31.008,0.7263,0.56598,0.50588,0.55098,0.3549
31.016,0.7087,0.57185,0.50588,0.55098,0.36471
31.024,0.69208,0.57576,0.51569,0.5451,0.35882
31.032,0.67546,0.57674,0.61961,0.58431,0.28431
31.04,0.6608,0.57576,0.56078,0.46078,0.50588
31.048,0.64516,0.5738,0.14314,0.029412,1.3333
31.056,0.62952,0.57087,-0.50196,-0.41176,1.5039
31.064,0.61388,0.56794,-0.50196,-0.13725,1.5039
31.072,0.59726,0.56207,0.029412,0.4098,0.75098
31.08,0.58162,0.55425,0.35882,0.53922,0.42941
31.088,0.56598,0.54252,0.43922,0.51961,0.41569
31.096,0.55034,0.52981,0.48039,0.52549,0.39412
31.104,0.53568,0.51613,0.5098,0.52941,0.37451
31.112,0.52102,0.50244,0.52941,0.53922,0.3549
31.12,0.50929,0.49071,0.53922,0.5451,0.34902
31.128,0.49658,0.47996,0.53529,0.52941,0.37059
31.136,0.4868,0.47019,0.51961,0.52549,0.37451
31.144,0.47703,0.46139,0.51961,0.51961,0.38039
31.152,0.46823,0.45455,0.51569,0.51569,0.39412
31.16,0.46041,0.45064,0.51961,0.5098,0.40392
31.168,0.45357,0.44868,0.52549,0.5098,0.40392
31.176,0.44673,0.4477,0.52941,0.5,0.40392
31.184,0.44184,0.44673,0.5098,0.4902,0.42941
31.192,0.43695,0.44379,0.5,0.47451,0.4549
31.2,0.43402,0.43891,0.50588,0.47059,0.46471
31.208,0.43109,0.43402,0.50588,0.46078,0.47451
31.216,0.42913,0.42913,0.5098,0.44902,0.49412
31.224,0.42717,0.42424,0.5,0.43529,0.52549
31.232,0.4262,0.41935,0.5098,0.4098,0.56078
31.24,0.42522,0.41544,0.5098,0.38431,0.59608
31.248,0.42522,0.41153,0.51961,0.34902,0.6451
31.256,0.42522,0.4086,0.51569,0.32353,0.6902
31.264,0.4262,0.40567,0.51961,0.3098,0.72157
31.272,0.42717,0.40371,0.5098,0.2902,0.74118
31.28,0.42815,0.40274,0.51961,0.28431,0.7451
31.288,0.42913,0.40078,0.51961,0.29412,0.73137
31.296,0.43011,0.39785,0.51961,0.3,0.73137
31.304,0.43011,0.39589,0.5098,0.31961,0.7
31.312,0.43109,0.39492,0.50588,0.3549,0.6451
31.32,0.43109,0.39394,0.49412,0.38431,0.60588
31.328,0.43109,0.39296,0.49412,0.42549,0.5451
31.336,0.43206,0.39394,0.4902,0.46078,0.49412
31.344,0.43206,0.39394,0.49412,0.4902,0.4451
31.352,0.43206,0.39394,0.5,0.51569,0.4098
31.36,0.43206,0.39394,0.5,0.53922,0.38039
31.368,0.43206,0.39394,0.5098,0.5451,0.36471
31.376,0.43109,0.39394,0.50588,0.55098,0.3549
31.384,0.43011,0.39394,0.51569,0.55098,0.3549
31.392,0.42913,0.39394,0.51569,0.5549,0.3549
31.4,0.42815,0.39394,0.51961,0.5451,0.35882
31.408,0.42522,0.39394,0.51569,0.5451,0.37451
31.416,0.42229,0.39394,0.51569,0.5451,0.38039
31.424,0.41838,0.39394,0.5098,0.5451,0.37451
31.432,0.41447,0.39492,0.51961,0.53922,0.38039
31.44,0.41056,0.39687,0.51569,0.53529,0.3902
